gid;id_com;code_arm;coddep;ident;id_cad;adresse;pos_rese;marque;etat_foy;type_amp;plamp;boite_cl;cable_de_t;type_app;code_sup;type_sup;etat_sup;commun_edf;hauteur;crosse;etat_cro;commenta;source;dat_source;id_cad_2;boitier_cl;class_lum;cod_dep;cos_p;id_cad_1;idnum;inten;malt_cand;mode;prise_ilum;puis;tens;vasque;color_coff;date_valid;modified_b;lon;lat
25097;840087;037;;036;036a03720170829150029;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;036a03720170829150029;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Correct;#865ED6;;;843980,3093113699;6340864,509375831
25098;840087;039;;036;036a03920170823105000;;;THORN;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;036a03920170823105000;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);RIVIERA;NON;0;0;Correct;#F459AC;;;843794,6318403597;6341234,864433695
25099;840087;043;;036;036a04320171023165316;;;INDAL;Moyen;SHP;100;;;;;;;NON;0,0;0,0;correct;;;;036a04320171023165316;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Absente;#D1A8F6;;;844421,3469648098;6339975,30982318
25100;840087;215;;001;00121520170719103521;;;LED;;SHP;70;;;;;;;;0,0;0,0;;;;;00121520170719103521;;;;0,0;;0;0,0;;;;0;0;Correcte;#727A35;;;845298,1641059897;6337852,367628591
25101;840087;143;;001;00123220180201111711;;;PH103-14;;BF;80;;;;;;;Oui (V/J);0,0;0,0;Moyen;PH103-15;;;;PARKING ECOLE DU GRES;c;;0,0;00123220180201111711;0;0,0;S;;/;0;4;Sale;#F339AA;;;844599,8945908977;6335157,017904835
25102;840087;141;;001;001A14120170710120522;;;VIEUX LUMINAIRE;VETUSTE;IM;150;;;;;;;OUI;0,0;0,0;;;;;001A14120170710120522;OUI (A);;A;0,0;;0;0,0;NON;;NON;0;0;CORRECT;#95D957;;;844270,5239783387;6337398,402164452
25103;840087;205;;001;001A20520170711165954;;;ECLATEC;CORRECT;IM;150;;;;;;;/;0,0;0,0;;106-071;;;001A20520170711165954;OUI (S);;A;0,94;;0;0,818;OUI (TRESSE);BTX;NON;0;225;CORRECT;#A77250;;;843562,4084588673;6339147,833528827
25104;840087;259;;001;001A25920170711152855;;;SCHREDER;MOYEN;SHP;100;;;;;;;/;0,0;0,0;;;;;001A25920170711152855;OUI (S);;A;0,0;;0;0,0;OUI (TRESSE);SINTRA;NON;0;0;CORRECT;#7F095F;;;843541,3794888626;6339341,878206969
25105;840087;202;;001;001B20220170711122646;;;DISANO;CORRECT;SHP;100;;;;;;;/;0,0;0,0;;106-058;;;001B20220170711122646;NON (S);;B;0,78;;0;0,608;OUI (TRESSE);CLIMA;NON;0;227;CORRECT;#CEF5D9;;;843376,5491199278;6339368,10132134
25106;840087;097;;001;001D09720170711112739;;;INDAL;MOYEN;SHP;150;;;;;;;OUI;0,0;0,0;;;;;001D09720170711112739;OUI (A);;D;0,0;;0;0,0;/;IVA;NON;0;0;CORRECT;#8194D4;;;842993,0762791605;6339142,681847539
25107;840087;013;;001;001a01320170831160341;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;PH 102-014;;;001a01320170831160341;Oui (S) Fusible;;a;0,87;;0;0,623;Oui (Tresse);BTX;OUI;0;237;Correct;#28347E;;;844019,0640831974;6339115,409600721
25108;840087;020;;001;001a02020170718160913;;;INDAL;Moyen;SHP;150;;;;;;;OUI;0,0;0,0;;;;;001a02020170718160913;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#3E2BA6;;;843705,9088568302;6339641,598366952
25109;840087;021;;001;001a02120170718163352;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;;;;;001a02120170718163352;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);CLAIR;NON;0;0;Sale;#57E9B6;;;844017,9555302968;6339370,4819866745
25110;840087;098;;036;036a09820170718113758;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;;;;;036a09820170718113758;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#249517;;;843375,0151717697;6339689,748108832
25111;840087;029;;001;001a02920170823115153;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a02920170823115153;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#E9E0D2;;;843927,0264037879;6341065,285926912
25112;840087;030;;001;001a03020170719083800;;;MAZDA;Moyen;SHP;100;;;;;;;OUI;0,0;0,0;;;;;001a03020170719083800;Oui (A) Fusible;A;a;0,0;;0;0,0;;;NON;0;0;Absente;#9BF1D1;;;845229,278168589;6337953,990077349
25113;840087;036;;001;001a03620170829115604;;;PH 100-008;Moyen;SHP;100;;;;;;;;0,0;0,0;/;;;;001a03620170829115604;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#FA84F0;;;844131,0757312335;6340796,19273254
25114;840087;037;;001;001a03720170829152107;;;SCHREDER;Moyen;SHP;250;;;;;;;/;0,0;0,0;correct;PH 100-024-025-026;;;001a03720170829152107;Oui (S) Fusible;;a;0,92;;0;1,17;Oui (Tresse);Z2;NON;0;238;Correct;#865ED6;;;844176,528430985;6340913,444659969
25115;840087;038;;001;001a03820170822160530;;;BOULE;Détruit;BF;125;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;001a03820170822160530;Oui (S) Fusible;;a;0,0;;0;0,0;Non;OPALE;NON;0;0;Absente;#22BC69;;;844060,3535665916;6341197,605775313
25116;840087;043;;001;001a04320171023161418;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a04320171023161418;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#D1A8F6;;;844367,1007886165;6339852,961127182
25117;840087;044;;001;001a04420170719150956;;;SCHREDER;Correct;LED;48;;;;;;;OUI;0,0;0,0;;100-030;;;001a04420170719150956;Oui (S) Fusible;;a;0,0;;0;0,0;/;NEOS;NON;0;0;Correct;#5E3F36;;;844282,7806984177;6339572,32497015
25118;840087;045;;001;001a04520170831121943;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;/;;;;001a04520170831121943;Oui (S) Fusible;;a;0,0;;0;0,0;Non;CLAIR;NON;0;0;Correct;#9013DD;;;843904,0890241503;6340051,928808253
25119;840087;107;;036;036a10720170817115203;;;INDAL;Moyen;SHP;70;;;;;;;/;0,0;0,0;correct;;;;036a10720170817115203;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#48A2BA;;;844007,7404551851;6339712,140871555
25120;840087;059;;001;001a05920171109145328;;;BOULE;Vétuste;SHP;150;;;;;;;/;0,0;0,0;Sans objet;PH100-6;;;001a05920171109145328;Oui (S) Fusible;;a;0,47;;0;1,81;Oui (Tresse);CLAIR;NON;0;239;Correct;#37E352;;;846560,747239096;6338340,723463779
25121;840087;062;;001;001a06220171109130759;;;VOIR PH100-3;Correct;LED;30;;;;;;;/;0,0;0,0;Sans objet;;;;001a06220171109130759;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#7C5444;;;846716,5040391532;6338457,008697142
25122;840087;063;;001;001a06320171109102806;;;INDAL;Moyen;IM;150;;;;;;;/;0,0;0,0;moyen;;;;001a06320171109102806;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#FD7BA0;;;846554,8225587207;6338868,704390821
25123;840087;068;;001;001a06820171113150054;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a06820171113150054;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#BDEEAF;;;847152,6735356061;6338132,487155588
25124;840087;069;;001;001a06920171113142805;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a06920171113142805;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#66ADC8;;;847091,9786024416;6338443,733833775
25125;840087;070;;001;001a07020171113102205;;;SCHREDER;Moyen;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a07020171113102205;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Correct;#83E8A6;;;846512,1263439185;6338814,308529271
25126;840087;074;;001;001a07420171017161917;;;SCHREDER;Vétuste;BF;80;;;;;;;/;0,0;0,0;;PH7;;;001a07420171017161917;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Sale;#9E89E2;;;844548,3418132882;6340377,969527238
25127;840087;075;;001;001a07520171017112745;;;SCHREDER;Moyen;IM;100;;;;;;;/;0,0;0,0;moyen;;;;001a07520171017112745;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);DZ 15;NON;0;0;Absente;#12A07C;;;844693,2447893223;6340454,594451696
25128;840087;082;;001;001a08220171017111659;;;PH101-1;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;;;;001a08220171017111659;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Correct;#99B349;;;844258,9689069518;6340439,3786083255
25129;840087;083;;001;001a08320171017171030;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;001a08320171017171030;Oui (S) Fusible;;a;0,0;;0;0,0;Non;OPALE;NON;0;0;Correct;#A8CB7D;;;844765,9684067157;6339893,595395096
25130;840087;084;;001;001a08420171017161345;;;VIEUX LUMINAIRE;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;vétuste;;;;001a08420171017161345;Non;;a;0,0;;0;0,0;/;;NON;0;0;Absente;#38809F;;;844707,7025231668;6340240,827322429
25131;840087;085;;001;001a08520171019112941;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;001a08520171019112941;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Correct;#EDBBF9;;;844957,837070709;6339944,851641051
25132;840087;087;;001;001a08720171030113846;;;ECLATEC;Correct;LED;20;;;;;;;/;0,0;0,0;Sans objet;;;;001a08720171030113846;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#DBB2F8;;;846250,1029498803;6338897,86970891
25133;840087;088;;001;001a08820171030110824;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;Sans objet;;;;001a08820171030110824;Oui (S) Fusible;;a;0,0;;0;0,0;Non;CLAIR;NON;0;0;Correct;#5E5730;;;846135,7792924666;6338837,3638825845
25134;840087;099;;001;001a09920170719120125;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;;;;;001a09920170719120125;Non;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Correct;#FDB2CC;;;843577,5055392543;6339471,518436024
25135;840087;105;;001;001a10520170719114212;;;SCHREDER;Moyen;SHP;150;;;;;;;NON;0,0;0,0;;;;;001a10520170719114212;Oui (A) Fusible;A;a;0,0;;0;0,0;;Z2;NON;0;0;Correct;#D00551;;;845950,8218342045;6337615,896036806
25136;840087;106;;001;001a10620170817160636;;;ECLATEC;Correct;LED;40;;;;;;;/;0,0;0,0;correct;;;;001a10620170817160636;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#B5B372;;;843767,5725976916;6340461,352951656
25137;840087;107;;001;001a10720170817105418;;;THORN;Moyen;BF;125;;;;;;;NON;0,0;0,0;correct;;;;001a10720170817105418;Oui (A) Fusible;;a;0,0;;0;0,0;/;PILOTE;NON;0;0;Sale;#48A2BA;;;843918,0532843568;6339852,744210438
25138;840087;113;;001;001a11320170719141854;;;VIEUX LUMINAIRE;Vétuste;BF;125;;;;;;;NON;0,0;0,0;;;;;001a11320170719141854;Oui (S) Fusible;A;a;0,0;;0;0,0;;;NON;0;0;Absente;#BA9289;;;845641,3514423104;6338223,733405263
25139;840087;116;;001;001a11620170925121700;;;LANTERNE DE STYLE (SR);Moyen;BF;125;;;;;;;/;0,0;0,0;correct;;;;001a11620170925121700;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Cassé;#397C1B;;;845708,0839714578;6339530,904643932
25140;840087;150;;036;036a15020171023110342;;;ECLATEC;Correct;SHP;100;;;;;;;/;0,0;0,0;correct;;;;036a15020171023110342;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#0F8E88;;;844669,3738236326;6339691,691457679
25141;840087;118;;001;001a11820170926100057;;;INDAL;Correct;SHP;150;;;;;;;NON;0,0;0,0;correct;;;;001a11820170926100057;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Absente;#4DDD8C;;;845656,2898886405;6339810,693470269
25142;840087;124;;001;001a12420171019123458;;;ECLATEC;Correct;IM;150;;;;;;;/;0,0;0,0;correct;;;;001a12420171019123458;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#7EE066;;;844717,3471889292;6339783,182138081
25143;840087;150;;001;001a15020171023104539;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a15020171023104539;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#0F8E88;;;844652,6032583849;6339889,953263231
25144;840087;151;;001;001a15120171024102935;;;DISANO;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;001a15120171024102935;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLIMA;NON;0;0;Correct;#FD0E19;;;844432,4444567341;6339726,17848882
25145;840087;152;;001;001a15220171017143922;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a15220171017143922;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#7D0FAA;;;844667,0987774553;6340366,273133493
25146;840087;157;;001;001a15720170920113832;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;001a15720170920113832;Non (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);OPALE;NON;0;0;Cassé;#8B653F;;;845177,2412955343;6339936,8423997
25147;840087;159;;001;001a15920170823153901;;;DISANO;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;001a15920170823153901;Non (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLIMA;NON;0;0;Correct;#24497D;;;843933,5567654308;6340598,977492025
25148;840087;160;;001;001a16020170925161515;;;INDAL;Correct;SHP;150;;;;;;;OUI;0,0;0,0;correct;;;;001a16020170925161515;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#CFCDA5;;;846587,7228462608;6339713,387684902
25149;840087;168;;001;001a16820171017143201;;;BOULE;Vétuste;BF;80;;;;;;;/;0,0;0,0;;ETEINTE;;;001a16820171017143201;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);OPALE;NON;0;0;Cassé;#FD245C;;;844483,4067552023;6340661,0505585885
25150;840087;203;;001;001a20320170831144229;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a20320170831144229;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#C9C295;;;844187,6933605717;6339567,425218782
25151;840087;204;;001;001a20420170920102217;;;INDAL;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;001a20420170920102217;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#F88BD0;;;845134,7008528683;6340059,603582449
25152;840087;038;;036;036b03820170822155849;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;036b03820170822155849;Oui (S) Fusible;;b;0,0;;0;0,0;Non;OPALE;NON;0;0;Correct;#22BC69;;;844037,057272355;6341238,893168383
25153;840087;210;;001;001a21020171017142808;;;VIEUX LUMINAIRE;Vétuste;BF;125;;;;;;;/;0,0;0,0;vétuste;Lampe éteinte;;;001a21020171017142808;Oui (A) Fusible;;a;0,0;;0;0,0;Non;;NON;0;0;Absente;#D8C1B8;;;844626,810241786;6340351,0698414175
25154;840087;211;;001;001a21120171030110747;;;MAZDA;Vétuste;BF;125;;;;;;;NON;0,0;0,0;moyen;;;;001a21120171030110747;Oui (A) Fusible;;a;0,0;;0;0,0;/;EPA;NON;0;0;Absente;#D3B5B2;;;845185,4023963162;6339002,597411783
25155;840087;225;;001;001a22520170718125730;;;BOULE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;;;;;001a22520170718125730;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);CLAIR;NON;0;0;Correct;#E027F5;;;843453,166091207;6339777,248183166
25156;840087;062;;036;036b06220171109140542;;;INDAL;Moyen;IM;100;;;;;;;/;0,0;0,0;moyen;;;;036b06220171109140542;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Correct;#7C5444;;;846673,8432578116;6338547,190667531
25157;840087;230;;001;001a23020170926154306;;;INDAL;Correct;SHP;150;;;;;;;OUI;0,0;0,0;correct;;;;001a23020170926154306;Oui (A) Fusible;;a;0,0;;0;0,0;/;IVA;NON;0;0;Absente;#78A2D7;;;845819,8868461025;6341899,204748798
25158;840087;250;;001;001a25020170830153705;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;001a25020170830153705;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#376B16;;;844087,6393550255;6340024,363292642
25159;840087;253;;001;001a25320170926122543;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;PH101-13;;;001a25320170926122543;Oui (S) Fusible;;a;0,92;;0;0,524;Oui (Tresse);BTX;NON;0;234;Correct;#F8A1D2;;;845927,6972611193;6340649,029541806
25160;840087;257;;001;001a25720170822125924;;;INDAL;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;;;;001a25720170822125924;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);IVA;NON;0;0;Absente;#B1B3E5;;;843928,232791355;6340832,388673817
25161;840087;301;;001;001a30120170817124406;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;;;;001a30120170817124406;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);SINTRA;NON;0;0;Sale;#A6E68C;;;843672,4679929039;6340199,156419777
25162;840087;303;;001;001a30320170817152624;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001a30320170817152624;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (V/J);BTX;NON;0;0;Correct;#D9C6F1;;;843524,6682935605;6340144,067542545
25163;840087;XX1;;001;001aXX120170719102644;;;SCHREDER;Correct;LED;48;;;;;;;OUI;0,0;0,0;;;;;001aXX120170719102644;Oui (A) Fusible;;a;0,0;;0;0,0;/;AMPERA;NON;0;0;Correct;#D5DCAE;;;843382,5253531048;6340054,189217855
25164;840087;XX2;;001;001aXX220170831111834;;;THORN;Correct;SHP;100;;;;;;;/;0,0;0,0;/;PH 100-003-004-005;;;001aXX220170831111834;Oui (S) Fusible;;a;0,5;;0;1,19;Oui (V/J);RIVIERA;NON;0;233;Correct;#30DF3F;;;843880,2284710121;6340314,905394935
25165;840087;XX3;;001;001aXX320170926162631;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;001aXX320170926162631;Oui (S) Fusible;;a;0,0;;0;0,0;Oui (Tresse);SINTRA;NON;0;0;Correct;#C8F6CB;;;845917,8775176182;6340411,997157901
25166;840087;039;;001;001b03920170822163227;;;BOULE;Détruit;BF;125;;;;;;;/;0,0;0,0;/;Lampe éteinte;;;001b03920170822163227;Non (S) Fusible;;b;0,0;;0;0,0;Non;OPALE;NON;0;0;Absente;#F459AC;;;843899,460299955;6341250,067842909
25167;840087;040;;001;001b04020170830102122;;;DISANO;Correct;SHP;100;;;;;;;/;0,0;0,0;/;;;;001b04020170830102122;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);CLIMA;NON;0;0;Correct;#E70328;;;844194,5120603354;6340725,590383648
25168;840087;068;;036;036b06820171113153423;;;SCHREDER;Correct;LED;28;;;;;;;/;0,0;0,0;correct;;;;036b06820171113153423;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);AMPERA;NON;0;0;Correct;#BDEEAF;;;847118,9508444835;6338409,839875668
25169;840087;064;;001;001b06420171113123606;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;001b06420171113123606;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#3E52BF;;;846248,6824902901;6338770,1773974085
25170;840087;074;;001;001b07420171017170909;;;SCHREDER;Moyen;SHP;150;;;;;;;/;0,0;0,0;moyen;PH10;;;001b07420171017170909;Oui (A) Fusible;;b;0,0;;0;0,0;Non;Z2;NON;0;0;Correct;#9E89E2;;;844506,4926403177;6340399,488292035
25171;840087;078;;001;001b07820171030165613;;;DISANO;Correct;LED;16;;;;;;;/;0,0;0,0;Sans objet;;;;001b07820171030165613;Non (S) Disj;;b;0,0;;0;0,0;Non;PH100-12;NON;0;0;Correct;#E3EACC;;;845563,6588377072;6338729,562716458
25172;840087;098;;001;001b09820170719114554;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;;;;;001b09820170719114554;Non (S) Fusible;;b;0,0;;0;0,0;Non;OPALE;NON;0;0;Sale;#249517;;;843580,1613974352;6339510,999313304
25173;840087;100;;001;001b10020170719112514;;;BOULE;Vétuste;FC;70;;;;;;;/;0,0;0,0;;;;;001b10020170719112514;Non;;b;0,0;;0;0,0;Non;OPALE;NON;0;0;Correct;#8ABBDB;;;843728,2493224134;6339556,644065325
25174;840087;158;;001;001b15820171026150133;;;;Vétuste;SHP;100;;;;;;;/;0,0;0,0;correct;BOULE OPALE;;;001b15820171026150133;Oui (S) Fusible;;b;0,0;;0;0,0;/;;NON;0;0;Correct;#AA0A73;;;846472,6494193149;6338922,965491977
25175;840087;168;;001;001b16820171017144943;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;MESURE 100W_PH4;;;001b16820171017144943;Oui (S) disj;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#FD245C;;;844578,6570565051;6340637,083014243
25176;840087;201;;001;001b20120171017100319;;;PH1;Correct;SHP;100;;;;;;;/;0,0;0,0;moyen;;;;001b20120171017100319;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);;NON;0;0;Sale;#B5F4B4;;;844276,6266280354;6341115,338531818
25177;840087;236;;001;001b23620171030160816;;;THORN;Moyen;SHP;100;;;;;;;/;0,0;0,0;Sans objet;PH100-9-10;;;001b23620171030160816;Oui (S) Fusible;;b;0,4;;0;1,18;Oui (Tresse);RIVIERA;NON;0;232;Correct;#B98F69;;;846070,9210162739;6338804,966711655
25178;840087;081;;001;001c08120171017133202;;;MAZDA;Vétuste;BF;125;;;;;;;OUI;0,0;0,0;moyen;;;;001c08120171017133202;Non;;c;0,0;;0;0,0;Non;EPA;NON;0;0;Absente;#880489;;;844359,480965598;6340602,354003762
25179;840087;046;;001;001d04620170830085643;;;INDAL;Moyen;IM;100;;;;;;;NON;0,0;0,0;correct;;;;001d04620170830085643;Oui (A) Fusible;;d;0,0;;0;0,0;/;IVA;NON;0;0;Correct;#AEF5E9;;;844016,0892643173;6340221,500550253
25180;840087;212;;001;001d21220171030152102;;;BOULE;Vétuste;FC;20;;;;;;;/;0,0;0,0;Sans objet;;;;001d21220171030152102;Oui (S) Fusible;;d;0,0;;0;0,0;Oui (V/J);CLAIR;NON;0;0;Correct;#AACAE6;;;845671,381001136;6338710,1729880255
25181;840087;049;;001;001g04920171024150613;;;VIEUX LUMINAIRE;Vétuste;SHP;100;;;;;;;/;0,0;0,0;moyen;PH102-10-11;;;001g04920171024150613;Oui (A) Fusible;;g;0,0;;0;0,0;/;;NON;0;0;Correct;#669ED4;;;845383,784271369;6339620,661908928
25182;840087;106;;036;036b10620170817164218;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;correct;;;;036b10620170817164218;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#B5B372;;;843646,2336881224;6340518,615956378
25183;840087;113;;036;036b11320170719145044;;;ECLATEC;Correct;IM;40;;;;;;;NON;0,0;0,0;;;;;036b11320170719145044;Oui (S) Fusible;A;b;0,0;;0;0,0;Oui (Tresse);PIXEL;NON;0;0;Correct;#BA9289;;;845813,0912464232;6337928,448115727
25184;840087;152;;036;036b15220171017152846;;;SCHREDER;Moyen;SHP;100;;;;;;;/;0,0;0,0;;Lampe clignote;;;036b15220171017152846;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);Z2;NON;0;0;Cassé;#7D0FAA;;;844620,329881605;6340279,963418103
25185;840087;157;;036;036b15720170920123031;;;BOULE;Vétuste;BF;125;;;;;;;/;0,0;0,0;/;;;;036b15720170920123031;Non (S) Fusible;;b;0,0;;0;0,0;Oui (V/J);OPALE;NON;0;0;Correct;#8B653F;;;845324,6259399529;6339915,095621429
25186;840087;250;;036;036b25020170831101413;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;036b25020170831101413;Oui (S) Fusible;;b;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#376B16;;;844177,5410653434;6340009,685882913
25187;840087;021;;036;036c02120170718172304;;;ECLATEC;Correct;IM;100;;;;;;;NON;0,0;0,0;;;;;036c02120170718172304;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#57E9B6;;;844032,4137139621;6339270,555202306
25188;840087;035;;036;036c03520170830135238;;;ECLATEC;Correct;IM;100;;;;;;;OUI;0,0;0,0;correct;;;;036c03520170830135238;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;OUI;0;0;Correct;#C39B95;;;844206,4950331864;6340406,6871560905
25189;840087;044;;036;036c04420170719155621;;;ECLATEC;Correct;IM;100;;;;;;;/;0,0;0,0;;Lampe éteinte;;;036c04420170719155621;Oui (S) Fusible;;c;0,0;;0;0,0;Oui (Tresse);BTX;NON;0;0;Correct;#5E3F36;;;844350,5707787771;6339559,034008648
25190;840087;086;;002;002020171120103533;;;MAZDA;;SHP;250;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;c;;0,0;002020171120103533;0;1,5;AT 5fils;SOLAIR;OUI;0;6;Absente;#378D95;;;845575,09228581;6339260,123568386
25191;840087;079;;002;002020171120135517;;;INDAL;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;a;;0,0;002020171120135517;0;1,5;AT 5fils;IVA;OUI;0;6;Correcte;#92DC5E;;;845923,2713678665;6339009,4685525065
25192;840087;155;;002;002020171121101504;;;LUMIERES DE FRANCE;;SHP;100;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;a;;0,0;002020171121101504;0;1,5;AT 5fils;VISIO;OUI;0;6;Correcte;#331F7D;;;845241,6343512844;6338939,403169469
25193;840087;153;;002;002020171121104858;;;ECLATEC;;LED;20;;;;;;;/;0,0;0,0;Correct;;;;;RUE DE BELGIQUE;a;;0,0;002020171121104858;0;1,5;AT 5fils;PIXEL;OUI;0;6;Correcte;#21BD1C;;;845355,2879434886;6338717,68904111
